entity_address_id,entity_id,address_id,type,link,start_date,end_date
238,10007982,14092834,registered_address,registered address,,
239,10008031,14093230,registered_address,registered address,,
240,10008080,14094142,registered_address,registered address,,
241,10008084,14100013,registered_address,registered address,,
242,10008123,14100877,registered_address,registered address,,
243,10008146,14108809,registered_address,registered address,,
244,10008153,14104694,registered_address,registered address,,
245,10008163,14092888,registered_address,registered address,,
246,10008180,14108697,registered_address,registered address,,
247,10008229,14094959,registered_address,registered address,,
248,10008231,14094756,registered_address,registered address,,
249,10008267,14103982,registered_address,registered address,,
250,10008271,14098744,registered_address,registered address,,
251,10008272,14106913,registered_address,registered address,,
252,10008278,14105151,registered_address,registered address,,
253,10008288,14104694,registered_address,registered address,,
254,10008307,14093388,registered_address,registered address,,
255,10008369,14096877,registered_address,registered address,,
256,10008404,14094575,registered_address,registered address,,
257,10008422,14091037,registered_address,registered address,,
258,10008528,14105656,registered_address,registered address,,
259,10008695,14101120,registered_address,registered address,,
260,10008752,14101261,registered_address,registered address,,
261,10008817,14101434,registered_address,registered address,,
262,10008827,14093361,registered_address,registered address,,
263,10008865,14097815,registered_address,registered address,,
264,10008867,14091429,registered_address,registered address,,
265,10008908,14106886,registered_address,registered address,,
266,10009197,14094838,registered_address,registered address,,
267,10009216,14100716,registered_address,registered address,,
268,10009283,14101769,registered_address,registered address,,
269,10009362,14108120,registered_address,registered address,,
270,10009379,14093409,registered_address,registered address,,
271,10009399,14093752,registered_address,registered address,,
272,10009427,14099798,registered_address,registered address,,
273,10009457,14093386,registered_address,registered address,,
274,10009578,14099727,registered_address,registered address,,
275,10009583,14097574,registered_address,registered address,,
276,10009585,14095379,registered_address,registered address,,
277,10009591,14098253,registered_address,registered address,,
278,10009601,14091967,registered_address,registered address,,
279,10009643,14106388,registered_address,registered address,,
280,10009649,14102837,registered_address,registered address,,
281,10009665,14095236,registered_address,registered address,,
282,10009785,14108572,registered_address,registered address,,
283,10009794,14096220,registered_address,registered address,,
284,10009889,14095318,registered_address,registered address,,
285,10009939,14094831,registered_address,registered address,,
286,10010016,14105656,registered_address,registered address,,
287,10010024,14101530,registered_address,registered address,,
288,10010039,14105921,registered_address,registered address,,
289,10010040,14094506,registered_address,registered address,,
290,10010158,14106411,registered_address,registered address,,
291,10010166,14092031,registered_address,registered address,,
292,10010204,14108788,registered_address,registered address,,
293,10010236,14091433,registered_address,registered address,,
294,10010335,14098974,registered_address,registered address,,
295,10010336,14103170,registered_address,registered address,,
296,10010428,14093957,registered_address,registered address,,
297,10010462,14102394,registered_address,registered address,,
298,10010589,14099491,registered_address,registered address,,
299,10010758,14098838,registered_address,registered address,,
300,10010848,14096905,registered_address,registered address,,
301,10011075,14104227,registered_address,registered address,,
302,10011162,14092680,registered_address,registered address,,
303,10011197,14102926,registered_address,registered address,,
304,10011281,14091822,registered_address,registered address,,
305,10011282,14098021,registered_address,registered address,,
306,10011284,14091822,registered_address,registered address,,
307,10011328,14104469,registered_address,registered address,,
308,10011356,14095276,registered_address,registered address,,
309,10011431,14091822,registered_address,registered address,,
310,10011489,14091685,registered_address,registered address,,
311,10011503,14092307,registered_address,registered address,,
312,10011581,14097597,registered_address,registered address,,
313,10011744,14095516,registered_address,registered address,,
314,10011836,14100998,registered_address,registered address,,
315,10011916,14096995,registered_address,registered address,,
316,10011933,14095219,registered_address,registered address,,
317,10012060,14105656,registered_address,registered address,,
318,10012071,14093248,registered_address,registered address,,
319,10012180,14098607,registered_address,registered address,,
320,10012274,14097854,registered_address,registered address,,
321,10012299,14094308,registered_address,registered address,,
322,10012391,14092815,registered_address,registered address,,
323,10012541,14103267,registered_address,registered address,,
324,10012596,14100439,registered_address,registered address,,
325,10012598,14095990,registered_address,registered address,,
326,10012602,14101295,registered_address,registered address,,
327,10012657,14099237,registered_address,registered address,,
328,10012699,14091347,registered_address,registered address,,
329,10012730,14092535,registered_address,registered address,,
330,10012825,14093957,registered_address,registered address,,
331,10012916,14093957,registered_address,registered address,,
332,10012889,14108892,registered_address,registered address,,
333,10012905,14100790,registered_address,registered address,,
334,10012944,14100044,registered_address,registered address,,
335,10012952,14106768,registered_address,registered address,,
336,10012999,14095732,registered_address,registered address,,
337,10013040,14107871,registered_address,registered address,,
338,10013051,14099981,registered_address,registered address,,
339,10013090,14106407,registered_address,registered address,,
340,10013135,14091822,registered_address,registered address,,
341,10013286,14099406,registered_address,registered address,,
342,10013318,14095507,registered_address,registered address,,
343,10013465,14094906,registered_address,registered address,,
344,10013486,14109079,registered_address,registered address,,
345,10013527,14100588,registered_address,registered address,,
346,10013530,14103085,registered_address,registered address,,
347,10013540,14095219,registered_address,registered address,,
348,10013572,14102837,registered_address,registered address,,
349,10013614,14101007,registered_address,registered address,,
350,10013628,14101295,registered_address,registered address,,
351,10013821,14105823,registered_address,registered address,,
352,10013801,14091195,registered_address,registered address,,
353,10013900,14101150,registered_address,registered address,,
354,10013921,14092237,registered_address,registered address,,
355,10013949,14093556,registered_address,registered address,,
356,10014066,14091545,registered_address,registered address,,
357,10014005,14091781,registered_address,registered address,,
358,10014028,14106269,registered_address,registered address,,
359,10014060,14099727,registered_address,registered address,,
360,10014083,14095732,registered_address,registered address,,
361,10014164,14100901,registered_address,registered address,,
362,10014166,14095732,registered_address,registered address,,
363,10014319,14099406,registered_address,registered address,,
364,10014420,14101049,registered_address,registered address,,
365,10014431,14094387,registered_address,registered address,,
366,10014496,14106269,registered_address,registered address,,
367,10014532,14095341,registered_address,registered address,,
368,10014566,14107446,registered_address,registered address,,
369,10014589,14091545,registered_address,registered address,,
370,10014602,14098459,registered_address,registered address,,
371,10014625,14091194,registered_address,registered address,,
372,10014669,14104758,registered_address,registered address,,
373,10014696,14091872,registered_address,registered address,,
374,10014703,14098446,registered_address,registered address,,
375,10014714,14106332,registered_address,registered address,,
376,10014736,14109079,registered_address,registered address,,
377,10014910,14094167,registered_address,registered address,,
378,10014912,14100610,registered_address,registered address,,
379,10014928,14100631,registered_address,registered address,,
380,10015109,14093386,registered_address,registered address,,
381,10015210,14107031,registered_address,registered address,,
382,10015297,14104367,registered_address,registered address,,
383,10015327,14104726,registered_address,registered address,,
384,10015332,14097684,registered_address,registered address,,
385,10015367,14091545,registered_address,registered address,,
386,10015516,14090871,registered_address,registered address,,
387,10015555,14094862,registered_address,registered address,,
388,10015590,14092915,registered_address,registered address,,
389,10015610,14092676,registered_address,registered address,,
390,10015629,14103755,registered_address,registered address,,
391,10015671,14107699,registered_address,registered address,,
392,10015683,14092252,registered_address,registered address,,
393,10015720,14107524,registered_address,registered address,,
394,10015779,14095608,registered_address,registered address,,
395,10015813,14095219,registered_address,registered address,,
396,10015861,14109118,registered_address,registered address,,
397,10015898,14109079,registered_address,registered address,,
398,10015912,14102837,registered_address,registered address,,
399,10016042,14098722,registered_address,registered address,,
400,10016103,14105631,registered_address,registered address,,
401,10016116,14107350,registered_address,registered address,,
402,10016132,14108578,registered_address,registered address,,
403,10016227,14108812,registered_address,registered address,,
404,10016235,14094124,registered_address,registered address,,
405,10016246,14097879,registered_address,registered address,,
406,10016309,14099753,registered_address,registered address,,
407,10016298,14106956,registered_address,registered address,,
408,10016299,14108445,registered_address,registered address,,
409,10016348,14091822,registered_address,registered address,,
410,10016342,14099799,registered_address,registered address,,
411,10016353,14092974,registered_address,registered address,,
412,10016437,14106947,registered_address,registered address,,
413,10016500,14096706,registered_address,registered address,,
414,10016739,14097671,registered_address,registered address,,
415,10016635,14103305,registered_address,registered address,,
416,10016676,14099873,registered_address,registered address,,
417,10016715,14092237,registered_address,registered address,,
418,10016799,14108683,registered_address,registered address,,
419,10016816,14108067,registered_address,registered address,,
420,10016887,14100343,registered_address,registered address,,
421,10016950,14096177,registered_address,registered address,,
422,10016962,14097395,registered_address,registered address,,
423,10017048,14094007,registered_address,registered address,,
424,10017070,14094735,registered_address,registered address,,
425,10017089,14101704,registered_address,registered address,,
426,10017178,14094209,registered_address,registered address,,
427,10017249,14096120,registered_address,registered address,,
428,10017266,14106330,registered_address,registered address,,
429,10017282,14094466,registered_address,registered address,,
430,10017290,14101008,registered_address,registered address,,
431,10017295,14108663,registered_address,registered address,,
432,10017365,14098541,registered_address,registered address,,
433,10017369,14091696,registered_address,registered address,,
434,10017430,14093556,registered_address,registered address,,
435,10017575,14091694,registered_address,registered address,,
436,10017629,14099873,registered_address,registered address,,
437,10017762,14092391,registered_address,registered address,,
438,10017781,14094348,registered_address,registered address,,
439,10017875,14098997,registered_address,registered address,,
440,10017886,14099188,registered_address,registered address,,
441,10017887,14099188,registered_address,registered address,,
442,10017931,14097800,registered_address,registered address,,
443,10017958,14092086,registered_address,registered address,,
444,10018026,14093408,registered_address,registered address,,
445,10018066,14095732,registered_address,registered address,,
446,10018076,14095732,registered_address,registered address,,
447,10018084,14095641,registered_address,registered address,,
448,10018091,14099727,registered_address,registered address,,
449,10018103,14096098,registered_address,registered address,,
450,10018378,14106107,registered_address,registered address,,
451,10018409,14097820,registered_address,registered address,,
452,10018415,14092237,registered_address,registered address,,
453,10018566,14093230,registered_address,registered address,,
454,10018617,14105538,registered_address,registered address,,
455,10018655,14095608,registered_address,registered address,,
456,10018676,14095507,registered_address,registered address,,
457,10018781,14101453,registered_address,registered address,,
458,10018955,14106257,registered_address,registered address,,
459,10019022,14094450,registered_address,registered address,,
460,10019146,14095507,registered_address,registered address,,
461,10019215,14099873,registered_address,registered address,,
462,10019237,14109079,registered_address,registered address,,
463,10019263,14094124,registered_address,registered address,,
464,10019343,14093408,registered_address,registered address,,
465,10019358,14101453,registered_address,registered address,,
466,10019366,14101572,registered_address,registered address,,
467,10019379,14106269,registered_address,registered address,,
468,10019428,14108437,registered_address,registered address,,
469,10019519,14095732,registered_address,registered address,,
470,10019522,14095507,registered_address,registered address,,
471,10019530,14098975,registered_address,registered address,,
472,10019538,14106269,registered_address,registered address,,
473,10019638,14102810,registered_address,registered address,,
474,10019683,14099873,registered_address,registered address,,
475,10019660,14093230,registered_address,registered address,,
476,10019672,14095507,registered_address,registered address,,
477,10019690,14092419,registered_address,registered address,,
478,10019700,14090925,registered_address,registered address,,
479,10019703,14093648,registered_address,registered address,,
480,10019730,14091015,registered_address,registered address,,
481,10019755,14090928,registered_address,registered address,,
482,10019853,14101541,registered_address,registered address,,
483,10019899,14099406,registered_address,registered address,,
484,10019944,14096598,registered_address,registered address,,
485,10019959,14109079,registered_address,registered address,,
486,10020033,14106269,registered_address,registered address,,
487,10020037,14091687,registered_address,registered address,,
488,10020051,14101453,registered_address,registered address,,
489,10020075,14095507,registered_address,registered address,,
490,10020099,14093916,registered_address,registered address,,
491,10020102,14090927,registered_address,registered address,,
492,10020116,14104023,registered_address,registered address,,
493,10020119,14090923,registered_address,registered address,,
494,10020151,14091228,registered_address,registered address,,
495,10020183,14092237,registered_address,registered address,,
496,10020218,14093038,registered_address,registered address,,
497,10020259,14108366,registered_address,registered address,,
498,10020369,14095732,registered_address,registered address,,
499,10020446,14105499,registered_address,registered address,,
500,10020479,14103254,registered_address,registered address,,
501,10020499,14101532,registered_address,registered address,,
502,10020505,14092237,registered_address,registered address,,
503,10020506,14104739,registered_address,registered address,,
504,10020551,14090926,registered_address,registered address,,
505,10020558,14103373,registered_address,registered address,,
506,10020601,14095278,registered_address,registered address,,
507,10020629,14101453,registered_address,registered address,,
508,10020632,14099658,registered_address,registered address,,
509,10020662,14094561,registered_address,registered address,,
510,10020666,14099873,registered_address,registered address,,
511,10020687,14090616,registered_address,registered address,,
512,10020700,14103417,registered_address,registered address,,
513,10020732,14106406,registered_address,registered address,,
514,10020788,14099178,registered_address,registered address,,
515,10020848,14090924,registered_address,registered address,,
516,10020865,14095360,registered_address,registered address,,
517,10020867,14091113,registered_address,registered address,,
518,10021044,14092237,registered_address,registered address,,
519,10021045,14092237,registered_address,registered address,,
520,10021092,14099406,registered_address,registered address,,
521,10021158,14092925,registered_address,registered address,,
522,10021196,14103812,registered_address,registered address,,
523,10021200,14104657,registered_address,registered address,,
524,10021215,14106501,registered_address,registered address,,
525,10021288,14095507,registered_address,registered address,,
526,10021301,14103907,registered_address,registered address,,
527,10021331,14092237,registered_address,registered address,,
528,10021383,14098998,registered_address,registered address,,
529,10021539,14107872,registered_address,registered address,,
530,10021532,14107439,registered_address,registered address,,
531,10021533,14095507,registered_address,registered address,,
532,10021553,14103488,registered_address,registered address,,
533,10021569,14092236,registered_address,registered address,,
534,10021611,14105173,registered_address,registered address,,
535,10021679,14094043,registered_address,registered address,,
536,10021770,14095547,registered_address,registered address,,
537,10021790,14095555,registered_address,registered address,,
538,10021794,14094481,registered_address,registered address,,
539,10021801,14096962,registered_address,registered address,,
540,10021903,14106286,registered_address,registered address,,
541,10021913,14094243,registered_address,registered address,,
542,10022042,14105498,registered_address,registered address,,
543,10022043,14095507,registered_address,registered address,,
544,10022047,14095786,registered_address,registered address,,
545,10022075,14093562,registered_address,registered address,,
546,10022076,14092237,registered_address,registered address,,
547,10022109,14108061,registered_address,registered address,,
548,10022145,14093721,registered_address,registered address,,
549,10022212,14102752,registered_address,registered address,,
550,10022233,14109090,registered_address,registered address,,
551,10022242,14100513,registered_address,registered address,,
552,10022323,14108552,registered_address,registered address,,
553,10022356,14097643,registered_address,registered address,,
554,10022392,14098791,registered_address,registered address,,
555,10022400,14101453,registered_address,registered address,,
556,10022450,14099865,registered_address,registered address,,
557,10022502,14100320,registered_address,registered address,,
558,10022575,14104676,registered_address,registered address,,
559,10022689,14092925,registered_address,registered address,,
560,10022879,14105491,registered_address,registered address,,
561,10022905,14104885,registered_address,registered address,,
562,10022982,14092235,registered_address,registered address,,
563,10023039,14106949,registered_address,registered address,,
564,10023043,14093230,registered_address,registered address,,
565,10023196,14106107,registered_address,registered address,,
566,10023276,14098937,registered_address,registered address,,
567,10023335,14093181,registered_address,registered address,,
568,10023453,14104759,registered_address,registered address,,
569,10023477,14109083,registered_address,registered address,,
570,10023501,14106025,registered_address,registered address,,
571,10023563,14093000,registered_address,registered address,,
572,10023600,14105996,registered_address,registered address,,
573,10023659,14099743,registered_address,registered address,,
574,10023682,14100380,registered_address,registered address,,
575,10023685,14092052,registered_address,registered address,,
576,10023692,14108319,registered_address,registered address,,
577,10023778,14098540,registered_address,registered address,,
578,10023788,14095704,registered_address,registered address,,
579,10023813,14105100,registered_address,registered address,,
580,10023816,14092050,registered_address,registered address,,
581,10023823,14092133,registered_address,registered address,,
582,10023840,14100712,registered_address,registered address,,
583,10023893,14091167,registered_address,registered address,,
584,10023907,14106269,registered_address,registered address,,
585,10024007,14097465,registered_address,registered address,,
586,10024231,14096615,registered_address,registered address,,
587,10024263,14099992,registered_address,registered address,,
588,10024338,14106040,registered_address,registered address,,
589,10024349,14094167,registered_address,registered address,,
590,10024382,14094110,registered_address,registered address,,
591,10024387,14096202,registered_address,registered address,,
592,10024403,14096202,registered_address,registered address,,
593,10024454,14091338,registered_address,registered address,,
594,10024484,14095283,registered_address,registered address,,
595,10024579,14096298,registered_address,registered address,,
596,10024599,14103920,registered_address,registered address,,
597,10024610,14104577,registered_address,registered address,,
598,10024671,14096226,registered_address,registered address,,
599,10024774,14090984,registered_address,registered address,,
600,10024869,14108731,registered_address,registered address,,
601,10024877,14099915,registered_address,registered address,,
602,10024913,14107260,registered_address,registered address,,
603,10024944,14094167,registered_address,registered address,,
604,10025054,14092235,registered_address,registered address,,
605,10025068,14103624,registered_address,registered address,,
606,10025160,14106107,registered_address,registered address,,
607,10025161,14093650,registered_address,registered address,,
608,10025165,14094167,registered_address,registered address,,
609,10025185,14092933,registered_address,registered address,,
610,10025425,14100998,registered_address,registered address,,
611,10025480,14106133,registered_address,registered address,,
612,10025515,14099178,registered_address,registered address,,
613,10025527,14104533,registered_address,registered address,,
614,10025624,14098975,registered_address,registered address,,
615,10025659,14092236,registered_address,registered address,,
616,10025752,14091579,registered_address,registered address,,
617,10025863,14094126,registered_address,registered address,,
618,10025947,14104057,registered_address,registered address,,
619,10026018,14099873,registered_address,registered address,,
620,10026017,14099873,registered_address,registered address,,
621,10026112,14108915,registered_address,registered address,,
622,10026164,14107443,registered_address,registered address,,
623,10026261,14094538,registered_address,registered address,,
624,10026275,14094538,registered_address,registered address,,
625,10026344,14106023,registered_address,registered address,,
626,10026409,14093386,registered_address,registered address,,
627,10026444,14093237,registered_address,registered address,,
628,10026477,14093230,registered_address,registered address,,
629,10026529,14094542,registered_address,registered address,,
630,10026531,14100313,registered_address,registered address,,
631,10026590,14098936,registered_address,registered address,,
632,10026595,14093230,registered_address,registered address,,
633,10026617,14104798,registered_address,registered address,,
634,10026712,14096975,registered_address,registered address,,
635,10026849,14093408,registered_address,registered address,,
636,10026860,14106107,registered_address,registered address,,
637,10026871,14099406,registered_address,registered address,,
638,10027089,14097882,registered_address,registered address,,
639,10026955,14108210,registered_address,registered address,,
640,10027055,14106044,registered_address,registered address,,
641,10027079,14105495,registered_address,registered address,,
642,10027184,14097115,registered_address,registered address,,
643,10027199,14103514,registered_address,registered address,,
644,10027246,14100356,registered_address,registered address,,
645,10027368,14098433,registered_address,registered address,,
646,10027421,14093157,registered_address,registered address,,
647,10027436,14106834,registered_address,registered address,,
648,10027456,14094354,registered_address,registered address,,
649,10027460,14092197,registered_address,registered address,,
650,10027472,14094262,registered_address,registered address,,
651,10027504,14098975,registered_address,registered address,,
652,10027714,14094538,registered_address,registered address,,
653,10027779,14094167,registered_address,registered address,,
654,10027799,14097370,registered_address,registered address,,
655,10027815,14095507,registered_address,registered address,,
656,10028165,14091559,registered_address,registered address,,
657,10028194,14107822,registered_address,registered address,,
658,10028213,14093505,registered_address,registered address,,
659,10028296,14093650,registered_address,registered address,,
660,10028323,14104469,registered_address,registered address,,
661,10028388,14104535,registered_address,registered address,,
662,10028395,14095252,registered_address,registered address,,
663,10028405,14093650,registered_address,registered address,,
664,10028483,14094538,registered_address,registered address,,
